League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Kalandra,2022-10-21,Splinter of Uul-Netol,Chaos Orb,0.53808,High,3.19,No,No
Kalandra,2022-10-22,Splinter of Uul-Netol,Chaos Orb,0.52467,High,3.19,No,No
Kalandra,2022-10-23,Splinter of Uul-Netol,Chaos Orb,0.53576,High,3.19,No,No
Kalandra,2022-10-24,Splinter of Uul-Netol,Chaos Orb,0.53771,High,3.19,No,No
Kalandra,2022-10-25,Splinter of Uul-Netol,Chaos Orb,0.53617,High,3.19,No,No
Kalandra,2022-10-26,Splinter of Uul-Netol,Chaos Orb,0.64794,High,3.19,No,No
Kalandra,2022-10-27,Splinter of Uul-Netol,Chaos Orb,0.53677,High,3.19,No,No
Kalandra,2022-10-28,Splinter of Uul-Netol,Chaos Orb,0.53951,High,3.19,No,No
Kalandra,2022-10-29,Splinter of Uul-Netol,Chaos Orb,0.58333,High,3.19,No,No
Kalandra,2022-10-30,Splinter of Uul-Netol,Chaos Orb,0.65821,High,3.19,No,No
Kalandra,2022-10-31,Splinter of Uul-Netol,Chaos Orb,0.50007,High,3.19,No,No
Kalandra,2022-11-01,Splinter of Uul-Netol,Chaos Orb,0.5,High,3.19,No,No
Kalandra,2022-11-02,Splinter of Uul-Netol,Chaos Orb,0.51316,High,3.19,No,No
Kalandra,2022-11-03,Splinter of Uul-Netol,Chaos Orb,0.53018,High,3.19,No,No
Kalandra,2022-11-04,Splinter of Uul-Netol,Chaos Orb,0.52476,High,3.19,No,No
Kalandra,2022-11-05,Splinter of Uul-Netol,Chaos Orb,0.62485,High,3.19,No,No
Kalandra,2022-11-06,Splinter of Uul-Netol,Chaos Orb,0.53153,High,3.19,No,No
Kalandra,2022-11-07,Splinter of Uul-Netol,Chaos Orb,0.50278,High,3.19,No,No
Kalandra,2022-11-08,Splinter of Uul-Netol,Chaos Orb,0.53846,High,3.19,No,No
Kalandra,2022-11-09,Splinter of Uul-Netol,Chaos Orb,0.65928,High,3.19,No,No
Kalandra,2022-11-10,Splinter of Uul-Netol,Chaos Orb,0.53916,High,3.19,No,No
Kalandra,2022-11-11,Splinter of Uul-Netol,Chaos Orb,0.58426,High,3.19,No,No
Kalandra,2022-11-12,Splinter of Uul-Netol,Chaos Orb,0.52462,High,3.19,No,No
Kalandra,2022-11-13,Splinter of Uul-Netol,Chaos Orb,0.50284,High,3.19,No,No
Kalandra,2022-11-14,Splinter of Uul-Netol,Chaos Orb,0.51818,High,3.19,No,No
Kalandra,2022-11-15,Splinter of Uul-Netol,Chaos Orb,0.52508,High,3.19,No,No
Kalandra,2022-11-16,Splinter of Uul-Netol,Chaos Orb,0.53079,High,3.19,No,No
Kalandra,2022-11-17,Splinter of Uul-Netol,Chaos Orb,0.50487,High,3.19,No,No
Kalandra,2022-11-18,Splinter of Uul-Netol,Chaos Orb,0.57143,High,3.19,No,No
Kalandra,2022-11-19,Splinter of Uul-Netol,Chaos Orb,0.51477,High,3.19,No,No
Kalandra,2022-11-20,Splinter of Uul-Netol,Chaos Orb,0.53781,High,3.19,No,No
Kalandra,2022-11-21,Splinter of Uul-Netol,Chaos Orb,0.52834,High,3.19,No,No
Kalandra,2022-11-22,Splinter of Uul-Netol,Chaos Orb,0.35767,High,3.19,No,No
Kalandra,2022-11-23,Splinter of Uul-Netol,Chaos Orb,0.59879,High,3.19,No,No
Kalandra,2022-11-24,Splinter of Uul-Netol,Chaos Orb,0.66667,High,3.19,No,No
Kalandra,2022-11-25,Splinter of Uul-Netol,Chaos Orb,0.66667,High,3.19,No,No
Kalandra,2022-11-26,Splinter of Uul-Netol,Chaos Orb,0.55656,High,3.19,No,No
Kalandra,2022-11-27,Splinter of Uul-Netol,Chaos Orb,0.5,High,3.19,No,No
Kalandra,2022-11-28,Splinter of Uul-Netol,Chaos Orb,0.77586,High,3.19,No,No
Kalandra,2022-11-29,Splinter of Uul-Netol,Chaos Orb,0.83434,High,3.19,No,No
Kalandra,2022-11-30,Splinter of Uul-Netol,Chaos Orb,0.66667,High,3.19,No,No
Kalandra,2022-12-01,Splinter of Uul-Netol,Chaos Orb,0.68421,High,3.19,No,No
Kalandra,2022-12-02,Splinter of Uul-Netol,Chaos Orb,0.69394,High,3.19,No,No
Kalandra,2022-12-03,Splinter of Uul-Netol,Chaos Orb,0.47917,High,3.19,No,No
Kalandra,2022-12-04,Splinter of Uul-Netol,Chaos Orb,0.60943,High,3.19,No,No
Kalandra,2022-12-05,Splinter of Uul-Netol,Chaos Orb,0.63973,High,3.19,No,No
Kalandra,2022-12-06,Splinter of Uul-Netol,Chaos Orb,0.62741,High,3.19,No,No
Kalandra,2022-08-20,Chaos Orb,Orb of Scouring,2.8,High,3.19,No,No
Kalandra,2022-08-21,Chaos Orb,Orb of Scouring,2.31207,High,3.19,No,No
Kalandra,2022-08-22,Chaos Orb,Orb of Scouring,2.38751,High,3.19,No,No
Kalandra,2022-08-23,Chaos Orb,Orb of Scouring,2.76804,High,3.19,No,No
Kalandra,2022-08-24,Chaos Orb,Orb of Scouring,3.3,High,3.19,No,No
Kalandra,2022-08-25,Chaos Orb,Orb of Scouring,3.45286,High,3.19,No,No
Kalandra,2022-08-26,Chaos Orb,Orb of Scouring,3.97457,High,3.19,No,No
Kalandra,2022-08-27,Chaos Orb,Orb of Scouring,3.93916,High,3.19,No,No
Kalandra,2022-08-28,Chaos Orb,Orb of Scouring,3.9105,High,3.19,No,No
Kalandra,2022-08-29,Chaos Orb,Orb of Scouring,3.43506,High,3.19,No,No
Kalandra,2022-08-30,Chaos Orb,Orb of Scouring,3.49728,High,3.19,No,No
Kalandra,2022-08-31,Chaos Orb,Orb of Scouring,3.32482,High,3.19,No,No
Kalandra,2022-09-01,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-09-02,Chaos Orb,Orb of Scouring,3.16833,High,3.19,No,No
Kalandra,2022-09-03,Chaos Orb,Orb of Scouring,3.21919,High,3.19,No,No
Kalandra,2022-09-04,Chaos Orb,Orb of Scouring,3.39231,High,3.19,No,No
Kalandra,2022-09-05,Chaos Orb,Orb of Scouring,3.33333,High,3.19,No,No
Kalandra,2022-09-06,Chaos Orb,Orb of Scouring,3.06324,High,3.19,No,No
Kalandra,2022-09-07,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-09-08,Chaos Orb,Orb of Scouring,2.98681,High,3.19,No,No
Kalandra,2022-09-09,Chaos Orb,Orb of Scouring,2.98645,High,3.19,No,No
Kalandra,2022-09-10,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-09-11,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-09-12,Chaos Orb,Orb of Scouring,2.99647,High,3.19,No,No
Kalandra,2022-09-13,Chaos Orb,Orb of Scouring,2.99835,High,3.19,No,No
Kalandra,2022-09-14,Chaos Orb,Orb of Scouring,2.96,High,3.19,No,No
Kalandra,2022-09-15,Chaos Orb,Orb of Scouring,2.88908,High,3.19,No,No
Kalandra,2022-09-16,Chaos Orb,Orb of Scouring,2.91431,High,3.19,No,No
Kalandra,2022-09-17,Chaos Orb,Orb of Scouring,2.83114,High,3.19,No,No
Kalandra,2022-09-18,Chaos Orb,Orb of Scouring,2.8504,High,3.19,No,No
Kalandra,2022-09-19,Chaos Orb,Orb of Scouring,2.79045,High,3.19,No,No
Kalandra,2022-09-20,Chaos Orb,Orb of Scouring,2.79697,High,3.19,No,No
Kalandra,2022-09-21,Chaos Orb,Orb of Scouring,2.75,High,3.19,No,No
Kalandra,2022-09-22,Chaos Orb,Orb of Scouring,2.67634,High,3.19,No,No
Kalandra,2022-09-23,Chaos Orb,Orb of Scouring,2.66667,High,3.19,No,No
Kalandra,2022-09-24,Chaos Orb,Orb of Scouring,2.71413,High,3.19,No,No
Kalandra,2022-09-25,Chaos Orb,Orb of Scouring,2.70639,High,3.19,No,No
Kalandra,2022-09-26,Chaos Orb,Orb of Scouring,2.60972,High,3.19,No,No
Kalandra,2022-09-27,Chaos Orb,Orb of Scouring,2.57357,High,3.19,No,No
Kalandra,2022-09-28,Chaos Orb,Orb of Scouring,2.5,High,3.19,No,No
Kalandra,2022-09-29,Chaos Orb,Orb of Scouring,2.58415,High,3.19,No,No
Kalandra,2022-09-30,Chaos Orb,Orb of Scouring,2.71584,High,3.19,No,No
Kalandra,2022-10-01,Chaos Orb,Orb of Scouring,2.73053,High,3.19,No,No
Kalandra,2022-10-02,Chaos Orb,Orb of Scouring,2.55074,High,3.19,No,No
Kalandra,2022-10-03,Chaos Orb,Orb of Scouring,2.4,High,3.19,No,No
Kalandra,2022-10-04,Chaos Orb,Orb of Scouring,2.5,High,3.19,No,No
Kalandra,2022-10-05,Chaos Orb,Orb of Scouring,2.48543,High,3.19,No,No
Kalandra,2022-10-06,Chaos Orb,Orb of Scouring,2.475,High,3.19,No,No
Kalandra,2022-10-07,Chaos Orb,Orb of Scouring,2.5,High,3.19,No,No
Kalandra,2022-10-08,Chaos Orb,Orb of Scouring,2.5,High,3.19,No,No
Kalandra,2022-10-09,Chaos Orb,Orb of Scouring,2.6865,High,3.19,No,No
Kalandra,2022-10-10,Chaos Orb,Orb of Scouring,2.62087,High,3.19,No,No
Kalandra,2022-10-11,Chaos Orb,Orb of Scouring,2.57314,High,3.19,No,No
Kalandra,2022-10-12,Chaos Orb,Orb of Scouring,2.5573,High,3.19,No,No
Kalandra,2022-10-13,Chaos Orb,Orb of Scouring,2.7324,High,3.19,No,No
Kalandra,2022-10-14,Chaos Orb,Orb of Scouring,2.68199,High,3.19,No,No
Kalandra,2022-10-15,Chaos Orb,Orb of Scouring,2.5,High,3.19,No,No
Kalandra,2022-10-16,Chaos Orb,Orb of Scouring,2.78889,High,3.19,No,No
Kalandra,2022-10-17,Chaos Orb,Orb of Scouring,2.8,High,3.19,No,No
Kalandra,2022-10-18,Chaos Orb,Orb of Scouring,2.82,High,3.19,No,No
Kalandra,2022-10-19,Chaos Orb,Orb of Scouring,2.74355,High,3.19,No,No
Kalandra,2022-10-20,Chaos Orb,Orb of Scouring,2.69,High,3.19,No,No
Kalandra,2022-10-21,Chaos Orb,Orb of Scouring,2.89038,High,3.19,No,No
Kalandra,2022-10-22,Chaos Orb,Orb of Scouring,3.03683,High,3.19,No,No
Kalandra,2022-10-23,Chaos Orb,Orb of Scouring,3.06667,High,3.19,No,No
Kalandra,2022-10-24,Chaos Orb,Orb of Scouring,3.32003,High,3.19,No,No
Kalandra,2022-10-25,Chaos Orb,Orb of Scouring,2.9975,High,3.19,No,No
Kalandra,2022-10-26,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-10-27,Chaos Orb,Orb of Scouring,2.99357,High,3.19,No,No
Kalandra,2022-10-28,Chaos Orb,Orb of Scouring,3.32643,High,3.19,No,No
Kalandra,2022-10-29,Chaos Orb,Orb of Scouring,3.485,High,3.19,No,No
Kalandra,2022-10-30,Chaos Orb,Orb of Scouring,3.30347,High,3.19,No,No
Kalandra,2022-10-31,Chaos Orb,Orb of Scouring,3.35789,High,3.19,No,No
Kalandra,2022-11-01,Chaos Orb,Orb of Scouring,3.31428,High,3.19,No,No
Kalandra,2022-11-02,Chaos Orb,Orb of Scouring,3.35333,High,3.19,No,No
Kalandra,2022-11-03,Chaos Orb,Orb of Scouring,3.43375,High,3.19,No,No
Kalandra,2022-11-04,Chaos Orb,Orb of Scouring,3.47647,High,3.19,No,No
Kalandra,2022-11-05,Chaos Orb,Orb of Scouring,3.47575,High,3.19,No,No
Kalandra,2022-11-06,Chaos Orb,Orb of Scouring,3.46856,High,3.19,No,No
Kalandra,2022-11-07,Chaos Orb,Orb of Scouring,3.3939,High,3.19,No,No
Kalandra,2022-11-08,Chaos Orb,Orb of Scouring,3.42105,High,3.19,No,No
Kalandra,2022-11-09,Chaos Orb,Orb of Scouring,3.42727,High,3.19,No,No
Kalandra,2022-11-10,Chaos Orb,Orb of Scouring,3.24375,High,3.19,No,No
Kalandra,2022-11-11,Chaos Orb,Orb of Scouring,3.45392,High,3.19,No,No
Kalandra,2022-11-12,Chaos Orb,Orb of Scouring,3.29667,High,3.19,No,No
Kalandra,2022-11-13,Chaos Orb,Orb of Scouring,3.4516,High,3.19,No,No
Kalandra,2022-11-14,Chaos Orb,Orb of Scouring,3.45961,High,3.19,No,No
Kalandra,2022-11-15,Chaos Orb,Orb of Scouring,3.48616,High,3.19,No,No
Kalandra,2022-11-16,Chaos Orb,Orb of Scouring,3.4874,High,3.19,No,No
Kalandra,2022-11-17,Chaos Orb,Orb of Scouring,3.3921,High,3.19,No,No
Kalandra,2022-11-18,Chaos Orb,Orb of Scouring,3.43958,High,3.19,No,No
Kalandra,2022-11-19,Chaos Orb,Orb of Scouring,3.38,High,3.19,No,No
Kalandra,2022-11-20,Chaos Orb,Orb of Scouring,3.37857,High,3.19,No,No
Kalandra,2022-11-21,Chaos Orb,Orb of Scouring,3.4,High,3.19,No,No
Kalandra,2022-11-22,Chaos Orb,Orb of Scouring,3.4,High,3.19,No,No
Kalandra,2022-11-23,Chaos Orb,Orb of Scouring,3.42056,High,3.19,No,No
Kalandra,2022-11-24,Chaos Orb,Orb of Scouring,3.31,High,3.19,No,No
Kalandra,2022-11-25,Chaos Orb,Orb of Scouring,3.16471,High,3.19,No,No
Kalandra,2022-11-26,Chaos Orb,Orb of Scouring,3.06667,High,3.19,No,No
Kalandra,2022-11-27,Chaos Orb,Orb of Scouring,2.99524,High,3.19,No,No
Kalandra,2022-11-28,Chaos Orb,Orb of Scouring,3.18937,High,3.19,No,No
Kalandra,2022-11-29,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-11-30,Chaos Orb,Orb of Scouring,3.0,High,3.19,No,No
Kalandra,2022-12-01,Chaos Orb,Orb of Scouring,3.352,High,3.19,No,No
Kalandra,2022-12-02,Chaos Orb,Orb of Scouring,3.18713,High,3.19,No,No
Kalandra,2022-12-03,Chaos Orb,Orb of Scouring,3.23518,High,3.19,No,No
Kalandra,2022-12-04,Chaos Orb,Orb of Scouring,3.04788,High,3.19,No,No
Kalandra,2022-12-05,Chaos Orb,Orb of Scouring,3.48916,High,3.19,No,No
Kalandra,2022-12-06,Chaos Orb,Orb of Scouring,3.71491,High,3.19,No,No
Kalandra,2022-08-20,Singular Scouting Report,Chaos Orb,1.16064,High,3.19,No,No
Kalandra,2022-08-21,Singular Scouting Report,Chaos Orb,1.4475,High,3.19,No,No
Kalandra,2022-08-22,Singular Scouting Report,Chaos Orb,1.71967,High,3.19,No,No
Kalandra,2022-08-23,Singular Scouting Report,Chaos Orb,2.0,High,3.19,No,No
Kalandra,2022-08-24,Singular Scouting Report,Chaos Orb,2.18623,High,3.19,No,No
Kalandra,2022-08-25,Singular Scouting Report,Chaos Orb,2.0,High,3.19,No,No
Kalandra,2022-08-26,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-08-27,Singular Scouting Report,Chaos Orb,2.96482,High,3.19,No,No
Kalandra,2022-08-28,Singular Scouting Report,Chaos Orb,2.94591,High,3.19,No,No
Kalandra,2022-08-29,Singular Scouting Report,Chaos Orb,2.04175,High,3.19,No,No
Kalandra,2022-08-30,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-08-31,Singular Scouting Report,Chaos Orb,3.88619,High,3.19,No,No
Kalandra,2022-09-01,Singular Scouting Report,Chaos Orb,3.12531,High,3.19,No,No
Kalandra,2022-09-02,Singular Scouting Report,Chaos Orb,3.14828,High,3.19,No,No
Kalandra,2022-09-03,Singular Scouting Report,Chaos Orb,3.53882,High,3.19,No,No
Kalandra,2022-09-04,Singular Scouting Report,Chaos Orb,3.97076,High,3.19,No,No
Kalandra,2022-09-05,Singular Scouting Report,Chaos Orb,3.88666,High,3.19,No,No
Kalandra,2022-09-06,Singular Scouting Report,Chaos Orb,3.83759,High,3.19,No,No
Kalandra,2022-09-07,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-09-08,Singular Scouting Report,Chaos Orb,3.71528,High,3.19,No,No
Kalandra,2022-09-09,Singular Scouting Report,Chaos Orb,3.50209,High,3.19,No,No
Kalandra,2022-09-10,Singular Scouting Report,Chaos Orb,3.06199,High,3.19,No,No
Kalandra,2022-09-11,Singular Scouting Report,Chaos Orb,3.77202,High,3.19,No,No
Kalandra,2022-09-12,Singular Scouting Report,Chaos Orb,3.66673,High,3.19,No,No
Kalandra,2022-09-13,Singular Scouting Report,Chaos Orb,2.92086,High,3.19,No,No
Kalandra,2022-09-14,Singular Scouting Report,Chaos Orb,2.96673,High,3.19,No,No
Kalandra,2022-09-15,Singular Scouting Report,Chaos Orb,2.88659,High,3.19,No,No
Kalandra,2022-09-16,Singular Scouting Report,Chaos Orb,2.96674,High,3.19,No,No
Kalandra,2022-09-17,Singular Scouting Report,Chaos Orb,3.02244,High,3.19,No,No
Kalandra,2022-09-18,Singular Scouting Report,Chaos Orb,1.6679,High,3.19,No,No
Kalandra,2022-09-19,Singular Scouting Report,Chaos Orb,2.88237,High,3.19,No,No
Kalandra,2022-09-20,Singular Scouting Report,Chaos Orb,2.8539,High,3.19,No,No
Kalandra,2022-09-21,Singular Scouting Report,Chaos Orb,3.00013,High,3.19,No,No
Kalandra,2022-09-22,Singular Scouting Report,Chaos Orb,3.75512,High,3.19,No,No
Kalandra,2022-09-23,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-09-24,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-09-25,Singular Scouting Report,Chaos Orb,3.52917,High,3.19,No,No
Kalandra,2022-09-26,Singular Scouting Report,Chaos Orb,3.06004,High,3.19,No,No
Kalandra,2022-09-27,Singular Scouting Report,Chaos Orb,3.02993,High,3.19,No,No
Kalandra,2022-09-28,Singular Scouting Report,Chaos Orb,3.18064,High,3.19,No,No
Kalandra,2022-09-29,Singular Scouting Report,Chaos Orb,3.30016,High,3.19,No,No
Kalandra,2022-09-30,Singular Scouting Report,Chaos Orb,3.94324,High,3.19,No,No
Kalandra,2022-10-01,Singular Scouting Report,Chaos Orb,3.96049,High,3.19,No,No
Kalandra,2022-10-02,Singular Scouting Report,Chaos Orb,3.91003,High,3.19,No,No
Kalandra,2022-10-03,Singular Scouting Report,Chaos Orb,3.22222,High,3.19,No,No
Kalandra,2022-10-04,Singular Scouting Report,Chaos Orb,3.22595,High,3.19,No,No
Kalandra,2022-10-05,Singular Scouting Report,Chaos Orb,2.82645,High,3.19,No,No
Kalandra,2022-10-06,Singular Scouting Report,Chaos Orb,3.12918,High,3.19,No,No
Kalandra,2022-10-07,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-08,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-09,Singular Scouting Report,Chaos Orb,3.07844,High,3.19,No,No
Kalandra,2022-10-10,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-11,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-12,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-13,Singular Scouting Report,Chaos Orb,3.20441,High,3.19,No,No
Kalandra,2022-10-14,Singular Scouting Report,Chaos Orb,3.39624,High,3.19,No,No
Kalandra,2022-10-15,Singular Scouting Report,Chaos Orb,3.90013,High,3.19,No,No
Kalandra,2022-10-16,Singular Scouting Report,Chaos Orb,3.0624,High,3.19,No,No
Kalandra,2022-10-17,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-18,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-19,Singular Scouting Report,Chaos Orb,2.77288,High,3.19,No,No
Kalandra,2022-10-20,Singular Scouting Report,Chaos Orb,2.98948,High,3.19,No,No
Kalandra,2022-10-21,Singular Scouting Report,Chaos Orb,2.95463,High,3.19,No,No
Kalandra,2022-10-22,Singular Scouting Report,Chaos Orb,2.99221,High,3.19,No,No
Kalandra,2022-10-23,Singular Scouting Report,Chaos Orb,2.83989,High,3.19,No,No
Kalandra,2022-10-24,Singular Scouting Report,Chaos Orb,2.99041,High,3.19,No,No
Kalandra,2022-10-25,Singular Scouting Report,Chaos Orb,2.94119,High,3.19,No,No
Kalandra,2022-10-26,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-27,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-28,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-29,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-30,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-10-31,Singular Scouting Report,Chaos Orb,2.63892,High,3.19,No,No
Kalandra,2022-11-01,Singular Scouting Report,Chaos Orb,2.6667,High,3.19,No,No
Kalandra,2022-11-02,Singular Scouting Report,Chaos Orb,2.45837,High,3.19,No,No
Kalandra,2022-11-03,Singular Scouting Report,Chaos Orb,2.90503,High,3.19,No,No
Kalandra,2022-11-04,Singular Scouting Report,Chaos Orb,2.9925,High,3.19,No,No
Kalandra,2022-11-05,Singular Scouting Report,Chaos Orb,2.99417,High,3.19,No,No
Kalandra,2022-11-06,Singular Scouting Report,Chaos Orb,2.0,High,3.19,No,No
Kalandra,2022-11-07,Singular Scouting Report,Chaos Orb,2.63335,High,3.19,No,No
Kalandra,2022-11-08,Singular Scouting Report,Chaos Orb,2.99838,High,3.19,No,No
Kalandra,2022-11-09,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-10,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-11,Singular Scouting Report,Chaos Orb,2.8855,High,3.19,No,No
Kalandra,2022-11-12,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-13,Singular Scouting Report,Chaos Orb,2.68042,High,3.19,No,No
Kalandra,2022-11-14,Singular Scouting Report,Chaos Orb,2.52603,High,3.19,No,No
Kalandra,2022-11-15,Singular Scouting Report,Chaos Orb,2.58409,High,3.19,No,No
Kalandra,2022-11-16,Singular Scouting Report,Chaos Orb,2.39698,High,3.19,No,No
Kalandra,2022-11-17,Singular Scouting Report,Chaos Orb,2.81569,High,3.19,No,No
Kalandra,2022-11-18,Singular Scouting Report,Chaos Orb,2.72233,High,3.19,No,No
Kalandra,2022-11-19,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-20,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-21,Singular Scouting Report,Chaos Orb,2.0,High,3.19,No,No
Kalandra,2022-11-22,Singular Scouting Report,Chaos Orb,2.3,High,3.19,No,No
Kalandra,2022-11-23,Singular Scouting Report,Chaos Orb,3.11417,High,3.19,No,No
Kalandra,2022-11-24,Singular Scouting Report,Chaos Orb,3.333,High,3.19,No,No
Kalandra,2022-11-25,Singular Scouting Report,Chaos Orb,1.0,High,3.19,No,No
Kalandra,2022-11-26,Singular Scouting Report,Chaos Orb,3.0,High,3.19,No,No
Kalandra,2022-11-27,Singular Scouting Report,Chaos Orb,4.0,High,3.19,No,No
Kalandra,2022-11-28,Singular Scouting Report,Chaos Orb,4.0,High,3.19,No,No
Kalandra,2022-11-29,Singular Scouting Report,Chaos Orb,4.0,High,3.19,No,No
Kalandra,2022-11-30,Singular Scouting Report,Chaos Orb,4.0,High,3.19,No,No
Kalandra,2022-12-01,Singular Scouting Report,Chaos Orb,3.96742,High,3.19,No,No
Kalandra,2022-12-02,Singular Scouting Report,Chaos Orb,4.0,High,3.19,No,No
Kalandra,2022-12-03,Singular Scouting Report,Chaos Orb,3.80769,High,3.19,No,No
Kalandra,2022-12-04,Singular Scouting Report,Chaos Orb,1.77598,High,3.19,No,No
Kalandra,2022-12-05,Singular Scouting Report,Chaos Orb,3.34815,High,3.19,No,No
Kalandra,2022-12-06,Singular Scouting Report,Chaos Orb,2.0,High,3.19,No,No
Kalandra,2022-08-20,Vivid Crystallised Lifeforce,Chaos Orb,0.02222,High,3.19,No,No
Kalandra,2022-08-21,Vivid Crystallised Lifeforce,Chaos Orb,0.01995,High,3.19,No,No
Kalandra,2022-08-22,Vivid Crystallised Lifeforce,Chaos Orb,0.01666,High,3.19,No,No
Kalandra,2022-08-23,Vivid Crystallised Lifeforce,Chaos Orb,0.01594,High,3.19,No,No
Kalandra,2022-08-24,Vivid Crystallised Lifeforce,Chaos Orb,0.01539,High,3.19,No,No
Kalandra,2022-08-25,Vivid Crystallised Lifeforce,Chaos Orb,0.01623,High,3.19,No,No
Kalandra,2022-08-26,Vivid Crystallised Lifeforce,Chaos Orb,0.01778,High,3.19,No,No
Kalandra,2022-08-27,Vivid Crystallised Lifeforce,Chaos Orb,0.01965,High,3.19,No,No
Kalandra,2022-08-28,Vivid Crystallised Lifeforce,Chaos Orb,0.02207,High,3.19,No,No
Kalandra,2022-08-29,Vivid Crystallised Lifeforce,Chaos Orb,0.02414,High,3.19,No,No
Kalandra,2022-08-30,Vivid Crystallised Lifeforce,Chaos Orb,0.0254,High,3.19,No,No
Kalandra,2022-08-31,Vivid Crystallised Lifeforce,Chaos Orb,0.0268,High,3.19,No,No
Kalandra,2022-09-01,Vivid Crystallised Lifeforce,Chaos Orb,0.02839,High,3.19,No,No
Kalandra,2022-09-02,Vivid Crystallised Lifeforce,Chaos Orb,0.02845,High,3.19,No,No
Kalandra,2022-09-03,Vivid Crystallised Lifeforce,Chaos Orb,0.03022,High,3.19,No,No
Kalandra,2022-09-04,Vivid Crystallised Lifeforce,Chaos Orb,0.02857,High,3.19,No,No
Kalandra,2022-09-05,Vivid Crystallised Lifeforce,Chaos Orb,0.03021,High,3.19,No,No
Kalandra,2022-09-06,Vivid Crystallised Lifeforce,Chaos Orb,0.0295,High,3.19,No,No
Kalandra,2022-09-07,Vivid Crystallised Lifeforce,Chaos Orb,0.03003,High,3.19,No,No
Kalandra,2022-09-08,Vivid Crystallised Lifeforce,Chaos Orb,0.03139,High,3.19,No,No
Kalandra,2022-09-09,Vivid Crystallised Lifeforce,Chaos Orb,0.03222,High,3.19,No,No
Kalandra,2022-09-10,Vivid Crystallised Lifeforce,Chaos Orb,0.03155,High,3.19,No,No
Kalandra,2022-09-11,Vivid Crystallised Lifeforce,Chaos Orb,0.03145,High,3.19,No,No
Kalandra,2022-09-12,Vivid Crystallised Lifeforce,Chaos Orb,0.03332,High,3.19,No,No
Kalandra,2022-09-13,Vivid Crystallised Lifeforce,Chaos Orb,0.03777,High,3.19,No,No
Kalandra,2022-09-14,Vivid Crystallised Lifeforce,Chaos Orb,0.03964,High,3.19,No,No
Kalandra,2022-09-15,Vivid Crystallised Lifeforce,Chaos Orb,0.04427,High,3.19,No,No
Kalandra,2022-09-16,Vivid Crystallised Lifeforce,Chaos Orb,0.05437,High,3.19,No,No
Kalandra,2022-09-17,Vivid Crystallised Lifeforce,Chaos Orb,0.05643,High,3.19,No,No
Kalandra,2022-09-18,Vivid Crystallised Lifeforce,Chaos Orb,0.05548,High,3.19,No,No
Kalandra,2022-09-19,Vivid Crystallised Lifeforce,Chaos Orb,0.054,High,3.19,No,No
Kalandra,2022-09-20,Vivid Crystallised Lifeforce,Chaos Orb,0.054,High,3.19,No,No
Kalandra,2022-09-21,Vivid Crystallised Lifeforce,Chaos Orb,0.05394,High,3.19,No,No
Kalandra,2022-09-22,Vivid Crystallised Lifeforce,Chaos Orb,0.054,High,3.19,No,No
